hospital_id,Hospital_address,city,contact_number,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,,,,,,cardiologist
HSID00137306,"9012 Pine St, Chicago, IL 60601",Anytown USA,555-1234-5678,PHY14355,endocrinologist,Cigna,PID5122,,,,,,
HSID00137307,"567 Maple St, Newtown2, USA",Anytown,555-555-5555,PHY14356,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00137308,"456 Pine St, Los Angeles, CA 90001, USA",Los Angeles,555-555-5555,PHY14357,uralogist,Cigna,PID5122,,,,,,
HSID00137309,"3456 Oak St, Threetown, USA",Anytown USA,555-555-5558,PHY14358,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00137310,"456 Pine St, Los Angeles, CA 90001, USA",Houston,555-2222-3333,PHY14359,oncologist,Cigna,PID5122,,,,,,
HSID00137311,"7890 Pine St, New York NY 10001",Los Angeles,555-9876-5432,PHY14360,neurologist,Aetna,PID5112,,,,,,
HSID00137312,"456 Oak St, Miami, FL 33101",Anytown,555-2345-6789,PHY14361,neurologist,BlueCross,PID5142,,,,,,
HSID00137313,"123 Maple St, San Francisco, CA 94110",Seattle,555-345-7890,PHY14362,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00137314,"1234 Main St, Anytown, USA",Newtown USA,555-987-6543,PHY14363,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00137315,"789 Pine St, Seattle WA 98101",San Francisco,555-3456-7890,PHY14364,oncologist,Medicare,PID5132,,,,,,
HSID00137316,"6789 Elm St, Othertown, USA",Newtown USA,555-567-8901,PHY14365,oncologist,BlueCross BlueShield,PID5142,,,,,,
HSID00137317,"135 Elm St, Boston, MA 02115",Los Angeles,555-2222-3333,PHY14366,endocrinologist,Medicare,PID5132,,,,,,
HSID00137318,"1234 Pine St, Othernewtown, USA",Atlanta,303-555-6789,PHY14367,cardiologist,Aetna,PID5112,,,,,,
HSID00137319,"1234 Pine St, Othernewtown, USA",Anytown USA,555-345-7890,PHY14368,neurologist,Medicare,PID5132,,,,,,
HSID00137320,"135 Maple St, Boston, MA 02108",Denver,555-555-5558,PHY14369,oncologist,Medicare,PID5132,,,,,,
HSID00137321,"1234 Elm St, Anytown, USA",Miami,555-555-5555,PHY14370,neurologist,Medicare,PID5132,,,,,,
HSID00137322,"1234 Oak St, Los Angeles, CA 90001",Newtown2,555-555-5555,PHY14371,uralogist,BlueCross,PID5142,,,,,,
HSID00137323,"456 Maple St, Los Angeles CA 90001",Anytown USA,555-555-5556,PHY14372,oncologist,Aetna,PID5112,,,,,,
HSID00137324,"3210 Pine St, Boston, MA 02108",Atlanta,555-555-5558,PHY14373,uralogist,Bluecross,PID5142,,,,,,
HSID00137325,"9876 Maple Rd, Seattle, WA 98101",New York,555-555-5555,PHY14374,neurologist,Cigna,PID5122,,,,,,
HSID00137326,"9876 Maple Rd, Seattle, WA 98101",San Francisco,555-555-5559,PHY14375,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00137327,"123 Main St, Anytown, USA",Newtown,555-9876-5432,PHY14376,oncologist,Cigna,PID5122,,,,,,
HSID00137328,"9876 Elm St, Miami, FL",Anytown USA,555-345-7890,PHY14377,cardiologist,Medicare,PID5132,,,,,,
HSID00137329,"5678 Pine St, Fivetown, USA",Miami,555-222-3333,PHY14378,endocrinologist,Aetna,PID5112,,,,,,
HSID00137330,"5678 Oak Ave, New York, NY 10001",Los Angeles,555-987-6543,PHY14379,endocrinologist,Cigna,PID5122,,,,,,
HSID00137331,"4567 Cedar Ln, Anytown, USA",Anytown,612-555-1234,PHY14380,oncologist,BlueCross BlueShield,PID5142,,,,,,
HSID00137332,"101 Maple St, Anytown, USA",Los Angeles,555-555-5557,PHY14381,neurologist,Aetna,PID5112,,,,,,
HSID00137333,"4567 Oak Ave, Los Angeles, CA 90012",Miami,555-234-5678,PHY14382,uralogist,Aetna,PID5112,,,,,,
HSID00137334,"7890 Cedar St, Anytown, USA",Los Angeles,555-9876-5432,PHY14383,oncologist,UnitedHealthcare,PID5192,,,,,,
HSID00137335,"7890 Birch St, Houston, TX 77001",Houston,555-555-5558,PHY14384,neurologist,Bluecross,PID5142,,,,,,
HSID00137336,"789 Pine St, Anytown USA 34567",New York,555-987-6543,PHY14385,uralogist,Medicare,PID5132,,,,,,
HSID00137337,"456 Oak St, Otherville USA",Anytown,555-555-5558,PHY14386,uralogist,Bluecross,PID5142,,,,,,
HSID00137338,"1234 Elm St, Los Angeles, CA 90001",San Francisco,555-987-6543,PHY14387,cardiologist,Cigna,PID5122,,,,,,
HSID00137339,"789 Elm St, Newtown USA",Los Angeles,555-555-5555,PHY14388,neurologist,Bluecross,PID5142,,,,,,
HSID00137340,"5678 Maple Ave, Anytown, USA",Anytown,555-1234-5678,PHY14389,endocrinologist,Aetna,PID5112,,,,,,
HSID00137341,"135 Elm St, Miami, FL 33101, USA",New York,555-9876-5432,PHY14390,neurologist,Cigna,PID5122,,,,,,
HSID00137342,"456 Pine St, Los Angeles, CA 90001, USA",Otherville USA,555-987-6543,PHY14391,uralogist,Bluecross,PID5142,,,,,,
HSID00137343,"123 Main St, San Francisco, CA 94114",Anytown USA,555-555-5555,PHY14392,neurologist,Cigna,PID5122,,,,,,
HSID00137344,"7890 Pine St, Seattle, WA 98101",Newtown USA,555-555-5559,PHY14393,endocrinologist,Aetna,PID5112,,,,,,
HSID00137345,"456 Pine St, New York, NY 10012",Fivetown,555-555-5555,PHY14394,oncologist,Bluecross,PID5142,,,,,,
HSID00137346,"9012 Oak Rd, Anytown, USA",Houston,555-555-5555,PHY14395,endocrinologist,Bluecross,PID5142,,,,,,
HSID00137347,"3210 Cedar St, Houston, TX 77006",Miami,555-555-5558,PHY14396,neurologist,Unitedhealthcare,PID5192,,,,,,
HSID00137348,"1234 Elm St, Minneapolis, MN 55405",Anytown USA,555-555-5555,PHY14397,endocrinologist,Cigna,PID5122,,,,,,
HSID00137349,"5678 Oak Ave, Miami, FL 33109",Chicago,555-2345-6789,PHY14398,uralogist,Cigna,PID5122,,,,,,
HSID00137350,"3210 Cedar St, Houston, TX 77006",Boston,555-555-5555,PHY14399,oncologist,Bluecross,PID5142,,,,,,
HSID00137351,"1234 Oak Ave, San Diego CA 92109",Anytown,555-123-4567,PHY14400,oncologist,Cigna,PID5122,,,,,,
HSID00137352,"789 Oak St, Los Angeles, CA 90013",Chicago,555-555-5555,PHY14401,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00137353,"3456 Oak St, Threetown, USA",San Francisco,555-234-5678,PHY14402,oncologist,Bluecross,PID5142,,,,,,
HSID00137354,"5678 Elm St, Anytown, USA",Seattle,555-555-5555,PHY14403,uralogist,Bluecross,PID5142,,,,,,
HSID00137355,"5678 Oak St, Los Angeles, CA 90001",Los Angeles,555-567-8901,PHY14404,uralogist,Aetna,PID5112,,,,,,
HSID00137356,"246 Pine St, Seattle, WA 98101",San Diego,555-9876-5432,PHY14405,cardiologist,Cigna,PID5122,,,,,,
HSID00137357,"789 Pine St, Seattle WA 98101",Othertown,555-555-5555,PHY14406,neurologist,Cigna,PID5122,,,,,,
HSID00137358,"1234 Maple St, Los Angeles, CA 90001",Miami,555-987-6543,PHY14407,neurologist,Aetna,PID5112,,,,,,
HSID00137359,"5678 Pine St, Fivetown, USA",Miami,555-9876-5432,PHY14408,uralogist,Bluecross,PID5142,,,,,,
HSID00137360,"1234 Pine St, Othernewtown, USA",San Francisco,555-555-5558,PHY14409,endocrinologist,Cigna,PID5122,,,,,,
HSID00137361,"789 Oak St, Chicago, IL 60601",Anytown,555-555-5558,PHY14410,oncologist,Cigna,PID5122,,,,,,
HSID00137362,"9876 Maple Rd, Seattle, WA 98101",Anytown USA,555-555-5555,PHY14411,neurologist,Aetna,PID5112,,,,,,
HSID00137363,"3210 Pine St, Boston, MA 02108",Seattle,555-555-5555,PHY14412,oncologist,Cigna,PID5122,,,,,,
HSID00137364,"456 Elm St, Othertown, USA",Los Angeles,555-555-7777,PHY14413,uralogist,UnitedHealthcare,PID5192,,,,,,
HSID00137365,"222 Pine St, Anytown, USA",Otherville USA,555-6789-0123,PHY14414,cardiologist,Aetna,PID5112,,,,,,
HSID00137366,"1234 Oak St, Los Angeles, CA",Minneapolis,555-123-4567,PHY14415,uralogist,Aetna,PID5112,,,,,,
HSID00137367,"123 Main St, Anytown, USA",New York,555-555-7777,PHY14416,oncologist,Cigna,PID5122,,,,,,
HSID00137368,"1234 Maple St, Los Angeles, CA 90001",Newtown USA,(312) 555-1234,PHY14417,uralogist,Medicare,PID5132,,,,,,
HSID00137369,"1357 Main St, New York, NY",Fourtown,555-555-5555,PHY14418,neurologist,Bluecross,PID5142,,,,,,
HSID00137370,"246 Pine St, Seattle, WA 98101",Boston,555-555-5555,PHY14419,oncologist,Bluecross,PID5142,,,,,,
HSID00137371,"1234 Pine St, Othernewtown, USA",Los Angeles,555-555-5555,PHY14420,uralogist,Bluecross,PID5142,,,,,,
HSID00137372,"5678 Oak St, New York, NY 10001",New York,555-222-3333,PHY14421,cardiologist,Aetna,PID5112,,,,,,
HSID00137373,"1234 Maple St, Los Angeles, CA 90001",Los Angeles,555-987-6543,PHY14422,neurologist,Cigna,PID5122,,,,,,
HSID00137374,"789 Oak St, Anytown, USA",New York,555-555-5555,PHY14423,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00137375,"3210 Cedar St, Houston, TX 77006",Seattle,555-555-5555,PHY14424,endocrinologist,Bluecross,PID5142,,,,,,
HSID00137376,"222 Pine St, Anytown, USA",New York,555-555-5559,PHY14425,neurologist,Bluecross,PID5142,,,,,,
HSID00137377,"789 Oak St, Los Angeles, CA 90013",Los Angeles,555-555-5555,PHY14426,endocrinologist,Cigna,PID5122,,,,,,
HSID00137378,"7654 Cedar Rd, Denver, CO 80206",San Francisco,555-1111-2222,PHY14427,cardiologist,Cigna,PID5122,,,,,,
HSID00137379,"7890 Birch St, Houston, TX 77001",New York,555-555-5555,PHY14428,endocrinologist,Aetna,PID5112,,,,,,
HSID00137380,"123 Main St, San Francisco, CA 94114",Miami,555-345-6789,PHY14429,uralogist,Cigna,PID5122,,,,,,
HSID00137381,"3210 Cedar Rd, Miami, FL 33101",Otherville USA,555-555-5555,PHY14430,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00137382,"123 Main St, Anytown USA 12345",Newtown USA,555-555-5556,PHY14431,uralogist,Cigna,PID5122,,,,,,
HSID00137383,"123 Main St, Anytown, USA",San Francisco,555-123-4567,PHY14432,oncologist,Cigna,PID5122,,,,,,
HSID00137384,"3210 Cedar St, Houston, TX 77006",Miami,555-555-5558,PHY14433,endocrinologist,BlueCross,PID5142,,,,,,
HSID00137385,"1234 Maple St, Los Angeles, CA 90001",Anytown,305-555-4567,PHY14434,cardiologist,Bluecross,PID5142,,,,,,
HSID00137386,"7890 Pine St, New York, NY 10001",Los Angeles,555-987-6543,PHY14435,cardiologist,Medicare,PID5132,,,,,,
HSID00137387,"1234 Oak St, Los Angeles, CA",Anytown,555-555-5555,PHY14436,endocrinologist,Medicare,PID5132,,,,,,
HSID00137388,"1357 Main St, New York, NY",Los Angeles,555-678-9012,PHY14437,endocrinologist,Cigna,PID5122,,,,,,
HSID00137389,"7890 Pine St, New York, NY 10001",Chicago,555-555-5557,PHY14438,cardiologist,Bluecross,PID5142,,,,,,
HSID00137390,"1234 Maple St, Los Angeles, CA 90001",Anytown,(213) 555-9876,PHY14439,neurologist,Aetna,PID5112,,,,,,
HSID00137391,"9876 Elm St, Miami, FL",Los Angeles,555-345-7890,PHY14440,oncologist,Aetna,PID5112,,,,,,
HSID00137392,"123 Main St, Anytown, USA",New York,555-555-6666,PHY14441,neurologist,Cigna,PID5122,,,,,,
HSID00137393,"789 Oak St, Newtown, USA",New York,555-2345-6789,PHY14442,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00137394,"9876 Maple St, Chicago, IL 60601",Anytown USA,555-555-5555,PHY14443,oncologist,Medicare,PID5132,,,,,,
HSID00137395,"3210 Cedar Rd, Miami, FL 33101",Anytown,555-555-5558,PHY14444,cardiologist,Cigna,PID5122,,,,,,
HSID00137396,"1234 Elm St, Minneapolis, MN 55405",Fourtown,555-7890-1234,PHY14445,oncologist,Cigna,PID5122,,,,,,
HSID00137397,"7890 Maple St, New York, NY 10005",Chicago,555-555-5557,PHY14446,endocrinologist,Medicare,PID5132,,,,,,
HSID00137398,"456 Pine St, New York, NY 10012",Boston,555-555-5559,PHY14447,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00137399,"246 Walnut St, Chicago, IL 60601",Denver,555-555-5556,PHY14448,neurologist,Cigna,PID5122,,,,,,
HSID00137400,"5678 Elm St, Anytown, USA",Chicago,555-555-5556,PHY14449,neurologist,Medicare,PID5132,,,,,,
HSID00137401,"7890 Pine St, New York, NY 10001",Miami,555-555-5555,PHY14450,oncologist,BlueCross,PID5142,,,,,,
HSID00137402,"456 Oak St, Anytown USA 23456",Los Angeles,(786) 555-7654,PHY14451,uralogist,Medicare,PID5132,,,,,,
HSID00137403,"789 Oak St, Los Angeles, CA 90013",Los Angeles,555-9876-5432,PHY14452,uralogist,Medicare,PID5132,,,,,,
HSID00137404,"4567 Maple Ave, Los Angeles CA 90001",New York,555-555-5555,PHY14453,neurologist,Cigna,PID5122,,,,,,
HSID00137405,"456 Elm St, Othertown, USA",Los Angeles,555-555-5555,PHY14454,uralogist,Bluecross,PID5142,,,,,,
HSID00137406,"5678 Elm St, Anytown, USA",Chicago,555-987-6543,PHY14455,endocrinologist,Aetna,PID5112,,,,,,
HSID00137407,"3456 Maple St, Chicago, IL 60601",San Francisco,303-555-6789,PHY14456,neurologist,Medicare,PID5132,,,,,,
HSID00137408,"123 Main St, Anytown, USA",Newtown2,555-123-4567,PHY14457,uralogist,Bluecross,PID5142,,,,,,
HSID00137409,"7890 Maple St, Fourtown, USA",New York,555-555-5556,PHY14458,uralogist,Medicare,PID5132,,,,,,
HSID00137410,"7890 Birch St, Atlanta, GA 30303",Seattle,555-555-5558,PHY14459,oncologist,Bluecross,PID5142,,,,,,
HSID00137411,"1234 Elm St, Minneapolis, MN 55405",Los Angeles,555-555-5556,PHY14460,neurologist,Cigna,PID5122,,,,,,
HSID00137412,"789 Oak St, Chicago, IL 60601",Anytown,555-555-5555,PHY14461,cardiologist,Medicare,PID5132,,,,,,
HSID00137413,"3210 Cedar St, Houston, TX 77006",Houston,555-555-5559,PHY14462,neurologist,Bluecross,PID5142,,,,,,
HSID00137414,"7890 Birch St, Houston, TX 77001",Threetown,555-987-6543,PHY14463,endocrinologist,Unitedhealthcare,PID5192,,,,,,
HSID00137415,"123 Main St, New York, NY 10001",Houston,555-234-5678,PHY14464,oncologist,Aetna,PID5112,,,,,,
HSID00137416,"9876 Maple Rd, Seattle, WA 98101",Anytown,555-9876-5432,PHY14465,cardiologist,Cigna,PID5122,,,,,,
HSID00137417,"3210 Cedar St, Houston, TX 77006",Miami,555-555-5559,PHY14466,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00137418,"123 Main St, Anytown, USA",San Francisco,555-555-7777,PHY14467,neurologist,Aetna,PID5112,,,,,,
HSID00137419,"246 Pine St, Seattle, WA 98101",San Francisco,555-555-7777,PHY14468,oncologist,Bluecross,PID5142,,,,,,
HSID00137420,"9012 Pine St, New York, NY 10001",Boston,555-555-5555,PHY14469,neurologist,Cigna,PID5122,,,,,,
HSID00137421,"789 Elm St, Newtown USA",Othernewtown,555-9876-5432,PHY14470,uralogist,Cigna,PID5122,,,,,,
HSID00137422,"5678 Oak Ave, Miami, FL 33109",Seattle,555-555-5555,PHY14471,uralogist,Cigna,PID5122,,,,,,
HSID00137423,"7890 Birch St, Atlanta, GA 30303",Anytown,555-987-6543,PHY14472,cardiologist,Bluecross,PID5142,,,,,,
HSID00137424,"5678 Oak Ave, Miami, FL 33109",Miami,303-555-6789,PHY14473,endocrinologist,Bluecross,PID5142,,,,,,
HSID00137425,"9012 Pine St, New York, NY 10001",Atlanta,555-2222-3333,PHY14474,neurologist,Bluecross,PID5142,,,,,,
HSID00137426,"4567 Maple Ave, Los Angeles CA 90001",Anytown,555-123-4567,PHY14475,cardiologist,Aetna,PID5112,,,,,,
HSID00137427,"123 Main St, New York, NY 10001",Houston,555-555-5559,PHY14476,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00137428,"7890 Birch St, Houston, TX 77001",Los Angeles,555-555-5559,PHY14477,neurologist,Medicare,PID5132,,,,,,
HSID00137429,"1234 Elm St, Atlanta, GA 30303",New York,555-555-5559,PHY14478,cardiologist,Cigna,PID5122,,,,,,
HSID00137430,"1357 Elm St, Seattle WA 98101",San Francisco,555-6789-0123,PHY14479,endocrinologist,Cigna,PID5122,,,,,,
HSID00137431,"3210 Cedar St, Houston, TX 77006",Los Angeles,555-555-5555,PHY14480,neurologist,Aetna,PID5112,,,,,,
HSID00137432,"123 Maple St, San Francisco, CA 94110",Threetown,555-9876-5432,PHY14481,cardiologist,Cigna,PID5122,,,,,,
HSID00137433,"1234 Maple St, Anytown, USA",Los Angeles,555-555-5558,PHY14482,cardiologist,Aetna,PID5112,,,,,,
HSID00137434,"3456 Oak Ave, Los Angeles, CA 90012",New York,555-555-5555,PHY14483,oncologist,Aetna,PID5112,,,,,,
HSID00137435,"456 Oak St, Anytown USA 23456",Houston,555-555-5555,PHY14484,uralogist,Aetna,PID5112,,,,,,
HSID00137436,"123 Main St, San Francisco, CA 94114",Miami,555-555-6666,PHY14485,neurologist,Aetna,PID5112,,,,,,
HSID00137437,"456 Pine St, New York, NY 10012",Denver,555-555-5559,PHY14486,uralogist,Medicare,PID5132,,,,,,
HSID00137438,"1234 Oak St, Los Angeles, CA 90001",Threetown,555-555-5555,PHY14487,neurologist,Cigna,PID5122,,,,,,
HSID00137439,"6789 Elm St, Othertown, USA",Los Angeles,555-555-5557,PHY14488,endocrinologist,Aetna,PID5112,,,,,,
HSID00137440,"1234 Elm St, Atlanta, GA 30303",Seattle,555-555-5555,PHY14489,uralogist,Cigna,PID5122,,,,,,
HSID00137441,"246 Walnut St, Chicago, IL 60601",Anytown,555-9876-5432,PHY14490,cardiologist,Bluecross,PID5142,,,,,,
HSID00137442,"5678 Pine St, New York, NY 10001",Threetown,555-555-5559,PHY14491,uralogist,Aetna,PID5112,,,,,,
HSID00137443,"7890 Pine St, New York NY 10001",Chicago,555-555-5559,PHY14492,endocrinologist,Bluecross,PID5142,,,,,,
HSID00137444,"1234 Elm St, Atlanta, GA 30303",Anytown USA,555-345-7890,PHY14493,neurologist,Cigna,PID5122,,,,,,
HSID00137445,"7890 Pine St, New York, NY 10001",New York,555-555-5558,PHY14494,oncologist,Bluecross,PID5142,,,,,,
HSID00137446,"135 Maple St, Boston, MA 02108",San Francisco,555-555-5557,PHY14495,uralogist,Bluecross,PID5142,,,,,,
HSID00137447,"3210 Pine St, Anytown, USA",Chicago,555-555-5557,PHY14496,endocrinologist,Aetna,PID5112,,,,,,
HSID00137448,"9012 Oak St, Chicago, IL 60601",Chicago,555-1111-2222,PHY14497,neurologist,Medicare,PID5132,,,,,,
HSID00137449,"7654 Cedar Rd, Denver, CO 80206",Anytown,555-6789-0123,PHY14498,endocrinologist,Aetna,PID5112,,,,,,
HSID00137450,"3456 Maple St, Chicago, IL 60601",Houston,555-2345-6789,PHY14499,uralogist,Bluecross,PID5142,,,,,,
HSID00137451,"456 Pine St, Los Angeles, CA 90001, USA",Anytown,555-555-5555,PHY14500,uralogist,Bluecross,PID5142,,,,,,
HSID00137452,"789 Oak St, Chicago, IL 60601",Newtown USA,555-555-5556,PHY14501,uralogist,Bluecross,PID5142,,,,,,
HSID00137453,"5678 Oak St, Los Angeles, CA 90001",Chicago,(832) 555-6789,PHY14502,cardiologist,Bluecross,PID5142,,,,,,
HSID00137454,"5678 Pine St, Fivetown, USA",Seattle,555-555-5559,PHY14503,oncologist,Bluecross,PID5142,,,,,,
HSID00137455,"3456 Elm St, Miami, FL 33101",Othertown,305-555-4567,PHY14504,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00137456,"1357 Main St, New York, NY",New York,(832) 555-6789,PHY14505,oncologist,Bluecross,PID5142,,,,,,
HSID00137457,"456 Pine St, New York, NY 10012",Los Angeles,617-555-2345,PHY14506,cardiologist,Cigna,PID5122,,,,,,
HSID00137458,"123 Main St, New York, NY 10001",Miami,555-1234-5678,PHY14507,endocrinologist,Aetna,PID5112,,,,,,
HSID00137459,"7890 Maple St, New York, NY 10005",Miami,555-345-6789,PHY14508,oncologist,Medicare,PID5132,,,,,,
HSID00137460,"3456 Oak St, Threetown, USA",Anytown USA,555-3456-7890,PHY14509,neurologist,Medicare,PID5132,,,,,,
HSID00137461,"456 Maple St, Los Angeles CA 90001",Anytown,555-987-6543,PHY14510,uralogist,Cigna,PID5122,,,,,,
HSID00137462,"456 Pine St, New York, NY 10012",Chicago,555-3456-7890,PHY14511,neurologist,BlueCross BlueShield,PID5142,,,,,,
HSID00137463,"1234 Elm St, Anytown, USA",Chicago,(213) 555-9876,PHY14512,cardiologist,Cigna,PID5122,,,,,,
HSID00137464,"7890 Pine St, New York, NY 10001",Othertown,(646) 555-3456,PHY14513,uralogist,Aetna,PID5112,,,,,,
HSID00137465,"3456 Maple St, Chicago, IL 60601",Minneapolis,555-234-5678,PHY14514,endocrinologist,Medicare,PID5132,,,,,,
HSID00137466,"123 Oak St, Chicago, IL 60601, USA",Anytown,555-555-5559,PHY14515,oncologist,Bluecross,PID5142,,,,,,
HSID00137467,"7890 Cedar St, Anytown, USA",Anytown,(213) 555-9876,PHY14516,oncologist,Bluecross,PID5142,,,,,,
HSID00137468,"1357 Elm St, Seattle WA 98101",Los Angeles,555-555-5557,PHY14517,endocrinologist,UnitedHealthcare,PID5192,,,,,,
HSID00137469,"1234 Pine St, Othernewtown, USA",Miami,555-555-5559,PHY14518,uralogist,Aetna,PID5112,,,,,,
HSID00137470,"3456 Oak St, Threetown, USA",Miami,555-678-9012,PHY14519,neurologist,Bluecross,PID5142,,,,,,
HSID00137471,"567 Maple St, Newtown2, USA",Seattle,612-555-1234,PHY14520,oncologist,Bluecross,PID5142,,,,,,
HSID00137472,"123 Main St, San Francisco, CA 94114",Los Angeles,555-555-7777,PHY14521,uralogist,Unitedhealthcare,PID5192,,,,,,
HSID00137473,"1234 Maple St, Los Angeles, CA 90001",New York,555-567-8901,PHY14522,cardiologist,Aetna,PID5112,,,,,,
HSID00137474,"3456 Oak St, Threetown, USA",Los Angeles,555-555-5555,PHY14523,cardiologist,Medicare,PID5132,,,,,,
HSID00137475,"456 Oak St, Miami, FL 33101",Anytown USA,555-987-6543,PHY14524,neurologist,Aetna,PID5112,,,,,,
HSID00137476,"5678 Oak Ave, New York, NY 10001",Miami,555-6789-0123,PHY14525,oncologist,Cigna,PID5122,,,,,,
HSID00137477,"5678 Pine St, Fivetown, USA",Seattle,555-555-5557,PHY14526,cardiologist,Medicare,PID5132,,,,,,
HSID00137478,"7890 Maple St, New York, NY 10005",Anytown,555-555-5555,PHY14527,neurologist,Cigna,PID5122,,,,,,
HSID00137479,"9876 Elm St, Miami, FL",Seattle,617-555-2345,PHY14528,uralogist,Bluecross,PID5142,,,,,,
HSID00137480,"321 Elm St, San Francisco CA 94109",Minneapolis,555-555-5555,PHY14529,uralogist,Bluecross,PID5142,,,,,,
HSID00137481,"456 Maple St, Los Angeles CA 90001",Otherville USA,555-2345-6789,PHY14530,neurologist,Bluecross,PID5142,,,,,,
HSID00137482,"1234 Oak St, Los Angeles, CA 90001",Miami,555-555-5555,PHY14531,uralogist,Aetna,PID5112,,,,,,
HSID00137483,"456 Elm St, Los Angeles, CA 90001",San Francisco,555-555-5555,PHY14532,endocrinologist,Bluecross,PID5142,,,,,,
HSID00137484,"222 Pine St, Anytown, USA",Miami,555-678-9012,PHY14533,neurologist,Aetna,PID5112,,,,,,
HSID00137485,"7890 Cedar St, Anytown, USA",New York,(786) 555-7654,PHY14534,endocrinologist,Aetna,PID5112,,,,,,
HSID00137486,"9012 Oak St, Chicago, IL 60601",Los Angeles,555-555-5555,PHY14535,oncologist,Medicare,PID5132,,,,,,
HSID00137487,"1234 Elm St, Minneapolis, MN 55405",Seattle,555-7890-1234,PHY14536,oncologist,Aetna,PID5112,,,,,,
HSID00137488,"4567 Cedar Ln, Anytown, USA",Miami,555-555-1234,PHY14537,cardiologist,UnitedHealthcare,PID5192,,,,,,
HSID00137489,"456 Maple St, Los Angeles CA 90001",Otherville USA,555-987-6543,PHY14538,oncologist,Cigna,PID5122,,,,,,
HSID00137490,"789 Pine St, Seattle WA 98101",New York,617-555-2345,PHY14539,oncologist,Cigna,PID5122,,,,,,
HSID00137491,"4567 Oak Ave, Los Angeles, CA 90012",Seattle,617-555-2345,PHY14540,cardiologist,Cigna,PID5122,,,,,,
HSID00137492,"1357 Elm St, Seattle WA 98101",Houston,555-555-5559,PHY14541,cardiologist,Unitedhealthcare,PID5192,,,,,,
HSID00137493,"456 Elm St, Othertown, USA",Miami,555-555-8888,PHY14542,neurologist,Aetna,PID5112,,,,,,
HSID00137494,"9876 Elm St, Miami, FL",Los Angeles,555-123-4567,PHY14543,oncologist,Cigna,PID5122,,,,,,
HSID00137495,"3456 Oak Ave, Los Angeles, CA 90012",Miami,(213) 555-9876,PHY14544,endocrinologist,Aetna,PID5112,,,,,,
HSID00137496,"5678 Pine St, Fivetown, USA",New York,555-1234-5678,PHY14545,uralogist,Bluecross,PID5142,,,,,,
HSID00137497,"1234 Main St, Anytown, USA",Los Angeles,612-555-1234,PHY14546,cardiologist,Bluecross,PID5142,,,,,,
HSID00137498,"789 Oak St, Anytown, USA",Chicago,555-555-5557,PHY14547,endocrinologist,Aetna,PID5112,,,,,,
HSID00137499,"135 Elm St, Boston, MA 02115",Anytown,555-1234-5678,PHY14548,endocrinologist,Cigna,PID5122,,,,,,
HSID00137500,"5678 Oak St, New York, NY 10001",Los Angeles,555-1234-5678,PHY14549,oncologist,Aetna,PID5112,,,,,,
HSID00137501,"456 Oak St, Miami, FL 33101",Anytown USA,555-123-4567,PHY14550,neurologist,UnitedHealthcare,PID5192,,,,,,
HSID00137502,"7890 Cedar St, Anytown, USA",Threetown,612-555-1234,PHY14551,oncologist,Cigna,PID5122,,,,,,
HSID00137503,"456 Oak St, Otherville USA",Otherville USA,612-555-1234,PHY14552,oncologist,Aetna,PID5112,,,,,,
HSID00137504,"7890 Maple St, New York, NY 10005",Denver,555-555-5557,PHY14553,cardiologist,Bluecross,PID5142,,,,,,
HSID00137505,"7890 Maple St, Fourtown, USA",Houston,555-555-5559,PHY14554,uralogist,Aetna,PID5112,,,,,,
HSID00137506,"1234 Elm St, Atlanta, GA 30303",Anytown USA,555-555-5558,PHY14555,endocrinologist,BlueCross BlueShield,PID5142,,,,,,
HSID00137507,"456 Oak St, Miami, FL 33101",Seattle,555-1234-5678,PHY14556,uralogist,Cigna,PID5122,,,,,,
HSID00137508,"1234 Oak St, Chicago IL 60601",Seattle,555-555-5556,PHY14557,neurologist,Cigna,PID5122,,,,,,
HSID00137509,"9012 Pine St, Chicago, IL 60601",Otherville USA,555-555-7777,PHY14558,cardiologist,Cigna,PID5122,,,,,,
HSID00137510,"101 Maple St, Anytown, USA",Los Angeles,612-555-1234,PHY14559,uralogist,Cigna,PID5122,,,,,,
HSID00137511,"246 Birch St, Houston, TX 77002, USA",Miami,555-234-5678,PHY14560,oncologist,Unitedhealthcare,PID5192,,,,,,
HSID00137512,"456 Oak St, Otherville USA",Anytown,555-555-8888,PHY14561,cardiologist,Aetna,PID5112,,,,,,
HSID00137513,"1234 Main St, San Francisco, CA 94114",New York,(312) 555-1234,PHY14562,endocrinologist,Medicare,PID5132,,,,,,
